,ID,clean_tweets,sentiment_score,speech_category
74,1569267539544539142,lapor wajar mana hormat anggota dpr ri ketua dpr ri ulang sidang paripurna demo luar tolak naik bbm hormat negara indonesia mengkedepankan demokrasi,0.15720159,neutral speech
75,1569170202956562432,susah tebak bjorka bjorka kadrun kecut repot,-0.41408002,dangerous speech
76,1569166521678852097,kadrun gila presiden ri joko widodo rakyat indonesia cinta lawan,0.18832263,neutral speech
77,1568768294597070851,capres rumput goyang tuju tuju kadrun,-0.17898712,dangerous speech
78,1568763099410485249,kadrun ketua ormas diri partai politik otak tentang ideologi pancasila waspada waspada waspada,-0.012186319,dangerous speech
79,1568532385238781954,anjing kaing kaing comberan cutsarina marah wassalam,-0.12895256,dangerous speech
80,1568527139749888005,propecor bocor rakyat era orde provokasi era reformasi rakyat indonesia cinta cerdas demo jilid jilid film rambo lempari demo,-0.048634857,dangerous speech
81,1568524488324829186,denny siregar koruptor sayang kadrun bebas ngeri kakak lucu dukung bagak bego termehek mehek lucu,-0.09717953,dangerous speech
82,1568472723764166658,sri mulyani lawan tolol kadrun wassalam,-0.3622861,dangerous speech
83,1568454178292531201,ngaca kadrun muka badak nyapres,-0.2973465,dangerous speech
84,1568453047650783232,sedang apa siar kadrun tolol,-0.6764257,dangerous speech
85,1568424962284998658,kadrun marah pakai kaca mata kuda wassalam,-0.52836716,dangerous speech
86,1568422690155036672,jambar banjir jakarta barat terima kasih sebentar ganti do a jabat gubernur lanjut joko widodo ahok djarot jabat gubernur dki,0.50812936,neutral speech
87,1568420740009181184,hormat rakyat indonesia cinta menteri agama rasa departemen agama agama aku legal indonesia berkat amin,-0.57802457,dangerous speech
88,1568418760637444096,hasil indonesia era pimpin presiden ri hasil joko widodo rakyat indonesia ngerasaninnya kadrun simpatisan ruwat e simbolon,0.05391541,neutral speech
89,1568156985463558144,presiden ri lawan gila kadrun,-0.2316702,dangerous speech
90,1567818428161085440,anjing ku jajatpedro kaing kaing comberan nuhun wassalam,-0.25626272,dangerous speech
91,1567760083878289408,marah tolol kadrun lucu termehek mehek harmonika,-0.22180182,dangerous speech
92,1567706760148054016,beban gerung gerung fakta capres kadrun ngebacot mulut malu malu,0.07464591,neutral speech
93,1567699061549199360,rakyat indonesia cinta rasa naik bbm pahit obat sabar sehat negara indonesia joko widodo presiden keras pks teriak tuju,-0.11312446,dangerous speech
94,1567685289942093824,ambisius cita gagal mantri menteri presiden ri joko widiodo malu malu kadrun,0.18910849,neutral speech
95,1567683782488227840,ambisius cita mantri menteri gagal kadrun,-0.33652166,dangerous speech
96,1567597794676064256,suda hak demokrasi tuju naik bbm demo salur hati panas kepala dingin sibuk percaya putus ambil presiden ri indonesia maju,-0.067966074,dangerous speech
97,1567110846136086528,marah tolol kadrun ge wassalam,-0.4422665,dangerous speech
98,1567109291420844036,kadrun joko widodo presiden ri mundur sakit masuk rs wassalam,0.5322941,neutral speech
99,1566793603266928645,sebahagian rakyat indonesia cinta erti perintah joko widodo presiden ri naik harga bbm provokasi demo kadrun,0.29748806,neutral speech
100,1566792138456571905,lonceng mati bunyi panggil besok kpk formula e kembang kadrun mulut ngebacot gusti boten sareh,0.18906468,neutral speech
101,1566772776647544832,harga bbm hati panas kepala dingin,0.14700377,neutral speech
102,1566277264685146114,titip kadrun kiamat dunia wassalam,-0.32496586,dangerous speech
103,1565973593401397248,karma menang sara ujar benci fitnah teror suka udel bangun serah kadrun rasainlah akibat pj gubernur dki gusti boten sareh maturnuwun,0.33472553,neutral speech
104,1564103282074996737,ojo kesusu kadrun bakar kumis preeeeeeet,-0.12104082,dangerous speech
105,1564093244673126400,termehek mehek kerja kerja kerja indonesia raya sadar rakyat reformasi cerdas provokasi,-0.11742979,dangerous speech
106,1564064161822552064,dengar baik provokasi kerja kerja kerja indonesia raya paten,-0.3760124,dangerous speech
107,1564062909432733696,mantap ganjar pranowo pesong gila julang pilpres kadrun paten,-0.09144986,dangerous speech
108,1562803348549808135,ngeri kakak malu balik fakta sejarah hati era reformasi rakyat indonesia cinta cerdas ribohongin,-0.051100343,dangerous speech
109,1562069629312577536,dadak sok pintar polisi sambo istri libat ngebacot suka menghinah jenderal pol tito menteri negeri jenderal pol l sigit p kapolri,0.037095785,neutral speech
110,1561163942948646913,terang benderang goreng lapor tong kosong cempreng bunyi proses hukum fitnah tanggung jawab,0.045933843,neutral speech
111,1560813015548964864,pimpin munafik maju indonesia cinta bravo,-0.20815831,dangerous speech
112,1560811888237490177,elektabilitas ganjar nonton bareng denny siregar kadrun bakar jenggot paten,0.4276508,neutral speech
113,1560439370716692480,marah monica gundul goreng kadrun tolol,-0.4040329,dangerous speech
114,1560436055773696000,monica gundul siaseng serang agama belah kadrun tunggu,-0.23823887,dangerous speech
115,1560431934928728064,ganteng kadrun ganteng rambut rontok gundul monica,-0.14782816,dangerous speech
116,1559896639921594370,anjing kaing kaing comberan,-0.33697465,dangerous speech
117,1559725120981442560,keringat darah air mata nyawa korban pahlawan merdeka hening indonesia raya,-0.033402175,dangerous speech
118,1559723055198662657,presiden ri joko widodo maju indonesia raya,-0.34357065,dangerous speech
119,1559387955860762624,hai kepala botak malu tolol nyata kadrun monica gundul,-0.44369563,dangerous speech
120,1559338380428996608,termehek lawan politik babi fitnah kadrun ngeri kakak,-0.15366304,dangerous speech
121,1559100238463668224,nama senjata makan tuan main sara tuan maju sara ujar benci fitnah teror takut kadrun tolol cain,-0.6574336,dangerous speech
122,1559040228203315200,rakyat indonesia cinta hukum rakyat bantu prodeo dana kantor lbh provinsi kabupaten kota jasa lawyer dongkrak popularitas,0.011770248,neutral speech
123,1559037309517176832,tuduh kadrun tolol azwarsrg,-0.2900746,dangerous speech
124,1559018756269309952,luhut binsar pandjaitan menko maritim investasi biar benci keteter sanggup saing kerja keras dhadapan joko widodo presiden ri kadrun tolol pesong gila lbp lawan,0.22164077,neutral speech
125,1558773122043879424,kadrun kompak ngeri kakak bus kota larang mwndahului paten,0.47885075,neutral speech
126,1558756938783293440,baca komentar ngebacot kadrun tolol,-0.25675622,dangerous speech
127,1558686919839875072,anjing betinoku monica comberan kadrun,-0.29496312,dangerous speech
128,1558663857614118912,anjing ku a fadlun kadrun tolol,-0.4768429,dangerous speech
129,1558603779997515776,indah indonesia cinta ideologi pancasila kaya budaya suku lestari,-0.103809685,dangerous speech
130,1558600634412462080,manusia malu kadrun aku gatot gagal total nyapres modal ludes uang setan makan hantu,-0.12969843,dangerous speech
131,1558598597436141568,argumentasi super dungu ekor jepit pintu kalah perang kalah lanjut,-0.31180432,dangerous speech
132,1558421663536259072,takut omdo omong sok cari panggung kadrun unya nyinyir ngebacot malu,0.028135836,neutral speech
133,1558404458715160576,rakyat bodoh presidenya rakyat indonesi cinta dukung turun kadrun,-0.34049064,dangerous speech
134,1558267205988798464,gibran walikota solo bukti siubed bukti omdo omong maklum cari popularitas murah kadrun,0.057065904,neutral speech
135,1558120907918692352,anjing ku siedi g tolol rendam comberan bujur,-0.35378775,dangerous speech
136,1557760370521284609,iq jongkok bodoh bujur,-0.92351544,dangerous speech
137,1557561476550111233,petrodes mega keliduan malu ku tenggara aku papua unya gonggong lanjut lapor omdo omong nebeng beken raja minyak,-0.29939428,dangerous speech
138,1557557759994134528,keluarga ku bangga lawan puluh kadrun tolol,-0.22001052,dangerous speech
139,1557556937855746048,anjing tolol kaing kaing comberan emhariyanto kadrun pintar,-0.17466822,dangerous speech
140,1557530143916441600,sigagap politik tolol banget,-0.29463425,dangerous speech
141,1557529513315414016,dhe dhen tolol anjing masuk comberan ge mane gelok nuhun,0.043696463,neutral speech
142,1557518679117803521,malu havis akbar anjing tolol tuduh salah masuk menang menang pilpres legislatif kadrun menang jabat muka badak,0.07886964,neutral speech
143,1557341511506808832,ubah anjing ku edi g comberan bujur,-0.3991289,dangerous speech
144,1557332483339096064,fakta milu presiden legislatif menang,-0.13138998,dangerous speech
145,1557320156741009409,nama keta uan tolol kakak kadrun wassalam,-0.2915997,dangerous speech
146,1557316904397963264,hebat gila demo juta monas kadrun ngegeraki ach takuuuuuuut,0.20243719,neutral speech
147,1557315837052452864,lho ngakunya djokya asli nasib ku bohong ngeri kakak,-0.20594054,dangerous speech
148,1557259077927174144,anjing ku kaing kaing comberan,-0.31253588,dangerous speech
149,1557206906997178368,sitolol marah kadrun pe wassalam,-0.9724993,dangerous speech
150,1557204650373574657,pengaruh kadrun kerja tiada men jual agama,-0.29873598,dangerous speech
151,1557182833659375617,kadrun nyambung cerita karno proklamator tolol,-0.11117774,dangerous speech
152,1556919208977760256,mantap joko widodo presiden ri maju indonesia cinta paten,-0.23760211,dangerous speech
153,1556864331589255168,kadrun super tolol nyebar gosip murah,-0.2890544,dangerous speech
154,1556861774787641346,baik jawa asli kadrun aku suku indonesia asli,-0.14682174,dangerous speech
155,1556860465988632576,kadrun tolol jasa ku prodeo ngebayar fee milyard repot,-0.07898641,dangerous speech
156,1556859537126477830,tolol lucu act tipu jama ahnya kadrun bodoh ngebelah act tipu borgol penjara wassalam,0.12592986,neutral speech
157,1556822745706627072,mane gelok tu anjing comberan nuhun wassalam,-0.27232742,dangerous speech
158,1556794055627280384,kadrun belah act lucu korban ikut pikir bicara sembarang,0.16077644,neutral speech
159,1556588135001124864,pesong gila masyarakat kadrun kutil otak kakak ahok hinah ngaca,0.334216,neutral speech
160,1556578022782038016,miskin mikirin komisaris dukung kadrun menang rakus jabat,0.10216656,neutral speech
161,1556530572675399680,anjing comberan komentar mekar satria tahu tolol joko widodo dukung presiden ri,0.27977112,neutral speech
162,1556465570593505280,umat islam sakit kader pdi juang mayoritas umat islam nasionalis,-0.00013777614,dangerous speech
163,1556463540076449792,anjing ku syawal ll kutil otak cebur comberan,-0.112225294,dangerous speech
164,1556429314614513664,coba balik fakta ngeri kakak menang sara ujar benci fitnah teror kadrun bohong malu malu ge,-0.10065988,dangerous speech
165,1556428088019677184,coba balik fakta menang sara ujar benci fitnah teror malu malu,-0.34624815,dangerous speech
166,1556257548168491008,level anjing aldo paibo,-0.29264933,dangerous speech
167,1556141009704480768,rendah tolol kakak oceph periode joko widodo dipecaya tim sukses beda kadrun kalah,0.1326764,neutral speech
168,1556119286087024640,maju indonesia cinta indonesia maju indonesia raya maturnuwun sekretaris jenderal pdi juang dr hasto kristiyanto,-0.15052786,dangerous speech
169,1556084405801996288,anjing stres comberan sukses banyu milie,0.17574048,neutral speech
170,1555942471099887616,anjing kaing kaing comberan kadrun tolol followersnya upil,0.08226195,neutral speech
171,1555875891359944704,anjing ku aldopaibo kejar bayang comberan,-0.3608634,dangerous speech
172,1555841594494156800,anjing ku aldopaibo comberan,-0.46189886,dangerous speech
173,1555841144541806593,kelas kambing ngerasani kelas kakap tolol kakak harvendhe,-0.38037983,dangerous speech
174,1555840241432686593,kadrun sanggup bayar tolol kakak monica,-0.62617594,dangerous speech
175,1555783420600815616,gila maling teriak maling dasar bodoh azirdtksati,-0.21241999,dangerous speech
176,1555737740402393088,anjing ku pesong gila comberan lucu lucu hazbyihsany,-0.075027466,dangerous speech
177,1555736753725911040,ngetwit tan mar anjing ku kaing kaing comberan,-0.117718816,dangerous speech
178,1555735884984897536,meme bikin termehek mehek mata rakyat indonesia cinta belalak indentitas pribadi kabur malu,0.2518186,neutral speech
179,1555731334945214464,tonton baik prabowo negarawan hormat indonesia cinta jaya paten,-0.32453918,dangerous speech
180,1555729023271321600,anjing ku anbastian novri kaing kaing comberan,-0.22789347,dangerous speech
181,1555457563516628994,anjing bel ajat gonggong,-0.2022692,dangerous speech
182,1555456604589682688,caci maki anjing comberan percaya rakyat cinta pilpres milu,0.06859088,neutral speech
183,1555455751233351680,anjing ku monica kakak kaing kaing dingin comberan,-0.22862458,dangerous speech
184,1555435907276505088,anjing ku praja muda to comberan,-0.4287044,dangerous speech
185,1555347099814068224,fakta survei capres ri beda dukung unya sara ujar benci fitnah teror kadrun,0.029039145,neutral speech
186,1555342004804255744,anjing telat pikir lambat mikir iqnya jongkok,-0.13300076,dangerous speech
187,1555341571578798080,malu anjing kaing kaing comberan,-0.31438708,dangerous speech
188,1555172984373256193,hinah anak ku christian anjing kurap kecut pesong gila kadrun iq jongkok menghinah ku mental tarung kalah argumen oon bujur,-0.35046357,dangerous speech
189,1555162552778518530,anjing gila ku sansan gila poltak lawan cain gila baca twitt dimedsos mental tarung,0.01970774,neutral speech
190,1555077327146856449,anjing nuruni level ku,-0.33250773,dangerous speech
191,1555076719857762304,gaul anjing nama aldo paibo bangun harimau tidur,0.07967299,neutral speech
192,1555071523945578496,aldo paibo anjing kurus ku makan tulang melulu,-0.20426548,dangerous speech
193,1555027019121201152,janji dukung sara ujar benci finah teror sadar tipu habis an muntah dukung wassalam,-0.30997097,dangerous speech
194,1555023286366773248,tolol kadrun pesong gila dukung moga strokeeeeeee poltak lawan,0.04205352,neutral speech
195,1554990492701831168,dukung kadrun menang rakus jabat tolong,-0.24807799,dangerous speech
196,1554989851749273601,anjing ku aldo paibo kaing kaing comberan,-0.19064483,dangerous speech
197,1554987377214771200,make up apa ganteng kadrun pesong gila,-0.23009944,dangerous speech
198,1554810594347257856,termehek mehek ngetwit kadrun stres mendo jaga sakit takut strokeeeeeee,0.3413484,neutral speech
199,1554806543748460544,terima kasih make up kadrun ganteng,-0.45174375,dangerous speech
200,1554802025421873153,gila masuk rs jiwa grogol lucu lucu termehek mehek salah rumah sakit rumah sakit sembuh sakit rumah sehat ngaco sehat masuk rumah sehat sakit pesong gila,0.08664051,neutral speech
201,1554796239539306496,ikut setia lawan usir pamdal dpr ri dasar kadrun muka tembok malu,0.11935753,neutral speech
202,1554795121698553856,apa make up kadrun ganteng,-0.3704716,dangerous speech
203,1554766924109983745,lambat cepat pancasila ideologi negara indonesia cinta paten,0.015441179,neutral speech
204,1554765813517012992,main keroyok takut usir aman ku gedung dpr ri poltak lawan pesong gila,0.24031088,neutral speech
205,1554628213472894976,sansan muka b b cari sampah kerja kadrun,-0.4314463,dangerous speech
206,1554622148605792256,poltak lawan laut anjing ku aldo p,-0.38923466,dangerous speech
207,1554577879845183488,kirain kadrun beda tipis beda tipis lucu lucu termehek mehek maturnuwun,0.40144217,neutral speech
208,1554574084717281280,ahli menang sara ujar benci fitnah teror presiden ri capres susah dukung sibuk jungkir belah kerja amburadul,-0.07914996,dangerous speech
209,1554565915035189248,setia mantap teladan rakyat indonesia cinta beda kadrun kutil otak paten,-0.24499285,dangerous speech
210,1554564105436295168,presiden ri joko widodo kadrun bakar jenggot paten,-0.021867335,dangerous speech
211,1554559993252544512,sabar selidik polisi bukti langgar hukum tingkat sidik kadrun dekdekkan jantung paten,0.18817425,neutral speech
212,1554412130082131968,anjing ku aldo p gonggong balas marah dasar kadron tolol,-0.23914212,dangerous speech
213,1554372387575316481,bela act dasar kadrun apeng act proses hukum hukum mati,-0.20232274,dangerous speech
214,1554320378138611713,anjing ku gonggong comberan kadrun tolol,-0.36434054,dangerous speech
215,1554319550711480321,anjing kaing kaing comberan kadrun tolol super,-0.2847621,dangerous speech
216,1554216541184741376,pilih kepala daerah menang sara ujar benci fitnah teror nama super rasis bodoh marah wassalam,-0.28963593,dangerous speech
217,1554092643860500480,bangkit lawan termehek mehek lucu aduh lucu kadrun marah ach takut ngeri x,-0.103711545,dangerous speech
218,1554050833880596480,firdlan super tolol kadrun,-0.51475847,dangerous speech
219,1554043669237231616,pesong gila sansan kadrun wassalam,-0.7889722,dangerous speech
220,1553968611911696385,tolol jatah kadrun dukung kalah malu jatah beda kaya raya,-0.22855932,dangerous speech
221,1553943488022343681,afchako kader ku proses hukum hukum mati paten,-0.20421228,dangerous speech
222,1553941552204230659,langgar hukum proses hukum hukum berat apeng atc rakyat umat korban kebiadapan hukum mati paten,-0.026291683,dangerous speech
223,1553939126067802113,maling apeng pintar maling act unya apeng act proses hukum vonis berat hukum mati paten,0.0071985126,neutral speech
224,1553891611662499840,marah tahu jeroan kadrun kadrun wassalam,-0.89969254,dangerous speech
225,1553890269212606464,kadrun sewot sangka atc tahan sewot atmnya stooooooop tahu paten,-0.26692665,dangerous speech
226,1553883608112590848,marah tolol kadrun lho,-0.4678525,dangerous speech
227,1553882022149402625,ukan milik simpatisan kadrun waspada waspada waspada,0.24315718,neutral speech
228,1553879070663774208,act sangka tahan polisi sewot kadrun langgar hukum tahan ancam hukum atas bravo polisi indonesia cinta paten,0.1648775,neutral speech
229,1553694735721971712,menang sara ujar benci fitnah teror tolol abu ismail dasar kadrun telat pikir lambat mikir,-0.27221325,dangerous speech
230,1553681778044735488,ko poltak lawan rekan jejak kadrun sara ujar benci fitnah teror jijik ngaca nyinyir ngebacot malu cain libas bakar jenggot paten,0.08420646,neutral speech
231,1553627240004730880,sitolol komentar kadrun wassalam,-0.56777847,dangerous speech
232,1553563906077265920,anjing ku anton joely stres comberan wassalam,-0.36505365,dangerous speech
233,1553554568000458752,anjing ku amien xkw rakus jabat dukung kadrun kalah,-0.022983253,dangerous speech
234,1553550077356306432,sitolol pesong gila kalah disosmed ngajak rantam modal urat otak dasar kadrun tolol yakuza otak encer itang makantaik,0.010305017,neutral speech
235,1553544043980034049,pakai nama yakusa mental harimau mental jangkrik,-0.23293683,dangerous speech
236,1553542300403666944,itang makatita anjing ku comberan dingin,-0.18234074,dangerous speech
237,1553533008724250624,jokowi bohong ronavioleta tolol capres repot pakai bohong jokya asli maturnuwun wassalam,-0.2660663,dangerous speech
238,1553526456323809281,gila kenal undang tolol kadrun wassalam,-0.67738223,dangerous speech
239,1553525753698222081,hulk selluhijau anjing kakak kaing kaing comberan kadrun wassalam,-0.29445213,dangerous speech
240,1553524015490531328,aminolallah dj tolol ngetwit ngetik bicara dasar kadrun tolol wassalam,-0.06772098,dangerous speech
241,1553522984337678339,surodilagan lupa kampanye gabenar menang pecah belah sara ujar benci fitnah teror marah g a c a dasar kadrun tolol wassalam,-0.10421428,dangerous speech
242,1553482871893299200,kadrun bagak bengong masalah beku act uang rakyat topeng donasi nikmat foya pendukunng parpolnya e a l a jijik,-0.116742134,dangerous speech
243,1553366742139027456,takut tua makan sulit tua foya,-0.28107533,dangerous speech
244,1553365387827625984,anjing ku anton joely kaing kaing comberan dingin kakak,-0.2559352,dangerous speech
245,1553358247569936384,agama agama jual keluarga istri ku agama jual agama,-0.48023975,dangerous speech
246,1553357205977477120,duluan ngerusak ngaca menang sara ujar benci fitnah teror ngaca sewot dasar kadrun ngebacot,-0.0068436265,dangerous speech
247,1553354064896724993,undang kenal undang salut pengantin wanita pakai kerudung bikin kadrun sewot,0.63401145,neutral speech
248,1553348080829087745,jokja asli pakai bahasa jawa suda kilah kait agama malu ngaco ngebelanya kebabalasan,0.14637536,neutral speech
249,1553342408594960385,hina balas sewot kadrun,-0.43587178,dangerous speech
250,1553341278162927617,followersnya upil tahu mutu ngetwit kadrun bodoh ngetwit ngebacot,0.34684473,neutral speech
251,1553328507484504064,anjing ku anton joely kaing kaing comberan kadrun tolol banget,0.038410187,neutral speech
252,1553325732117770240,anjing ku anton stres pesong gila,-0.1162194,dangerous speech
253,1553318522419576832,anjing ku kaing kaing comberan,-0.31253588,dangerous speech
254,1553292547271053312,anjing unya sara bodoh,-0.40686822,dangerous speech
