,ID,Tweet Time,Convo ID,Likes Count,Retweets Count,Tweets,Tweets(rendered),in_reply_to_tweet_id,in_reply_to,User,User Location,Followers Count,Followings Count,Likes Count,Tweets Count,clean_tweets,clean_tweets_len,Month,social,historical,dehumanization,accusation,attack,loyalty,threat,Tweets
10,1583428086464360449,2022-10-21 12:00:49,1583428086464360449,929,178,Ha ha ha hutang hutang hutang eh Rosi langsung di KO Bu Sri dgn ucapan menohok j a w a b dulu Ros ? tertawa Aku termehek mehek MERDEKA. https://t.co/06eEn3x5IV,Ha ha ha hutang hutang hutang eh Rosi langsung di KO Bu Sri dgn ucapan menohok j a w a b dulu Ros ? tertawa Aku termehek mehek MERDEKA. https://t.co/06eEn3x5IV,,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,hutang hutang hutang ros ko sri ucap tohok j a w a b ros termehek mehek,16,October,1,0,0,0,0,0,0,Ha ha ha hutang hutang hutang eh Rosi langsung di KO Bu Sri dgn ucapan menohok j a w a b dulu Ros ? tertawa Aku termehek mehek MERDEKA. https://t.co/06eEn3x5IV
11,1583304103907639297,2022-10-21 3:48:09,1583304103907639297,637,60,"Tertawa Aku termehek memehek emangnya Doi Hakim, ya begitulah kalau sudah menjadi kadrun langsung pikirannya sempit ha ha ha sampai jontor itu bacot terap saja Pak Joko Widodo Presiden RI ke 7 tetap Berjaya Rakyat Indonesia tercinta sich pendukung setianya MERDEKA. https://t.co/kbTE46GAWq","Tertawa Aku termehek memehek emangnya Doi Hakim, ya begitulah kalau sudah menjadi kadrun langsung pikirannya sempit ha ha ha sampai jontor itu bacot terap saja Pak Joko Widodo Presiden RI ke 7 tetap Berjaya Rakyat Indonesia tercinta sich pendukung setianya MERDEKA. https://t.co/kbTE46GAWq",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,termehek memehek do i hakim kadrun pikir sempit jontor banyak bicara terap joko widodo presiden ri jaya rakyat indonesia ter cinta dukung setia,23,October,0,0,1,0,0,0,0,"Tertawa Aku termehek memehek emangnya Doi Hakim, ya begitulah kalau sudah menjadi kadrun langsung pikirannya sempit ha ha ha sampai jontor itu bacot terap saja Pak Joko Widodo Presiden RI ke 7 tetap Berjaya Rakyat Indonesia tercinta sich pendukung setianya MERDEKA. https://t.co/kbTE46GAWq"
12,1583276383396335616,2022-10-21 1:58:00,1583276383396335616,615,82,"Ibu ini kasihan, otaknya dibikin salah berpikir akibat kadrun yg buta hukum tapi sok pintar Hukum Perdata sangat beda hukum Acaranya MERDEKA. https://t.co/OefEAijdVf","Ibu ini kasihan, otaknya dibikin salah berpikir akibat kadrun yg buta hukum tapi sok pintar Hukum Perdata sangat beda hukum Acaranya MERDEKA. https://t.co/OefEAijdVf",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,kasihan otak bikin salah pikir akibat kadrun buta hukum sok pintar hukum perdata beda hukum,15,October,0,0,1,0,0,0,0,"Ibu ini kasihan, otaknya dibikin salah berpikir akibat kadrun yg buta hukum tapi sok pintar Hukum Perdata sangat beda hukum Acaranya MERDEKA. https://t.co/OefEAijdVf"
13,1583005583614963713,2022-10-20 8:01:56,1583005583614963713,1,0,"@Affan79992133 Jual bubur dijenbatan Ancol, ingat ya bubur dingin jgn pantas nanti gigi ya makin ompong ha ha ha Sip deh.","@Affan79992133 Jual bubur dijenbatan Ancol, ingat ya bubur dingin jgn pantas nanti gigi ya makin ompong ha ha ha Sip deh.",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,jual bubur dijenbatan ancol bubur dingin gigi ompong,8,October,0,0,0,0,0,0,0,"@Affan79992133 Jual bubur dijenbatan Ancol, ingat ya bubur dingin jgn pantas nanti gigi ya makin ompong ha ha ha Sip deh."
14,1582912604770484224,2022-10-20 1:52:28,1582912604770484224,634,87,"Ha ha ha gabenar sekarang masih bakal calon, belum ada kata terlambat cabut lagi itu dukungan kasihan nanti Rakyat Indonesia tercinta MERDEKA .https://t.co/YDaV5iB12c","Ha ha ha gabenar sekarang masih bakal calon, belum ada kata terlambat cabut lagi itu dukungan kasihan nanti Rakyat Indonesia tercinta MERDEKA .https://t.co/YDaV5iB12c",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,calon lambat pergi dukung kasihan rakyat indonesia ter cinta,9,October,1,0,0,0,0,0,0,"Ha ha ha gabenar sekarang masih bakal calon, belum ada kata terlambat cabut lagi itu dukungan kasihan nanti Rakyat Indonesia tercinta MERDEKA .https://t.co/YDaV5iB12c"
15,1582658793107693568,2022-10-19 9:03:55,1582658793107693568,471,98,Tolong segera diusut KPK Polisi dan Kejaksaan jangan kendor MERDEKA.https://t.co/cHdWBXWDpS,Tolong segera diusut KPK Polisi dan Kejaksaan jangan kendor MERDEKA.https://t.co/cHdWBXWDpS,,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,usut kpk polisi jaksa kendor,5,October,0,0,0,0,0,0,0,Tolong segera diusut KPK Polisi dan Kejaksaan jangan kendor MERDEKA.https://t.co/cHdWBXWDpS
16,1582549968799559680,2022-10-19 1:51:29,1582549968799559680,585,81,"Ini namanya kegoblokkan kok dipelihara, malu dong tong kosong cempreng bunyinya ha ha ha kalau jadikadrun ya begini jadi sama gobloknya Pak Joko Widodo Presiden RI kok difitnah yg ada Rakyat Indonesia makin mencintai Pak JOKOWIMERDEKA.https://t.co/X0Zs9y1yCm","Ini namanya kegoblokkan kok dipelihara, malu dong tong kosong cempreng bunyinya ha ha ha kalau jadikadrun ya begini jadi sama gobloknya Pak Joko Widodo Presiden RI kok difitnah yg ada Rakyat Indonesia makin mencintai Pak JOKOWIMERDEKA.https://t.co/X0Zs9y1yCm",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,nama goblok pelihara malu tong kosong cempreng bunyi kadrun bodoh joko widodo presiden ri fitnah rakyat indonesia men cinta jokowi,20,October,0,0,1,0,0,0,0,"Ini namanya kegoblokkan kok dipelihara, malu dong tong kosong cempreng bunyinya ha ha ha kalau jadikadrun ya begini jadi sama gobloknya Pak Joko Widodo Presiden RI kok difitnah yg ada Rakyat Indonesia makin mencintai Pak JOKOWIMERDEKA.https://t.co/X0Zs9y1yCm"
17,1582516456813514752,2022-10-18 23:38:19,1582516456813514752,476,60,"Pak Joko Widodo Presiden RI ke 7 yg sangat dicintai Rakyatnya tidak usah datang, mereka hanya cari panggung tdk mengerti beracara dalam Hukum  Perdata MERDEKA .https://t.co/Sfb8NK1QaF","Pak Joko Widodo Presiden RI ke 7 yg sangat dicintai Rakyatnya tidak usah datang, mereka hanya cari panggung tdk mengerti beracara dalam Hukum  Perdata MERDEKA .news.detik.com/berita/d-63550",,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,joko widodo presiden ri cinta rakyat cari panggung erti acara hukum perdata,12,October,0,0,0,1,0,0,0,"Pak Joko Widodo Presiden RI ke 7 yg sangat dicintai Rakyatnya tidak usah datang, mereka hanya cari panggung tdk mengerti beracara dalam Hukum  Perdata MERDEKA .https://t.co/Sfb8NK1QaF"
18,1582370462922788866,2022-10-18 13:58:12,1582370462922788866,462,88,kadrun yg pakai Kaca Mata Kuda tetap saja gabenar the best ha ha ha MERDEKA.https://t.co/4BRX0vlUXt,kadrun yg pakai Kaca Mata Kuda tetap saja gabenar the best ha ha ha MERDEKA.https://t.co/4BRX0vlUXt,,,ruhutsitompul,Jakarta,2341641,194781,3635,22685,kadrun pakai kaca mata kuda best,6,October,0,0,1,0,0,0,0,kadrun yg pakai Kaca Mata Kuda tetap saja gabenar the best ha ha ha MERDEKA.https://t.co/4BRX0vlUXt
19,1582211086006517760,2022-10-18 3:24:53,1582211086006517760,722,134,"Tolong dong ini jangan diulang ulang Vidionya, kacian sigagap Kader PD Aku jadi malu banget pernah di sana ha ha ha MERDEKA .https://t.co/HlVPpYphcz","Tolong dong ini jangan diulang ulang Vidionya, kacian sigagap Kader PD Aku jadi malu banget pernah di sana ha ha ha MERDEKA .https://t.co/HlVPpYphcz",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,ulang ulang vidionya kakak sigagap kader malu,7,October,0,0,0,0,0,0,0,"Tolong dong ini jangan diulang ulang Vidionya, kacian sigagap Kader PD Aku jadi malu banget pernah di sana ha ha ha MERDEKA .https://t.co/HlVPpYphcz"
20,1581949292914257922,2022-10-17 10:04:37,1581949292914257922,493,33,Eh ngomong2 setelah gabenar l e n g s e r gimana Nasib Sibotak Jembatan Ancol kangen nie komentarnya MERDEKA.,Eh ngomong2 setelah gabenar l e n g s e r gimana Nasib Sibotak Jembatan Ancol kangen nie komentarnya MERDEKA.,,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,bicara l e g s e r nasib sibotak jembatan ancol kangen komentar,13,October,0,0,0,0,0,0,0,Eh ngomong2 setelah gabenar l e n g s e r gimana Nasib Sibotak Jembatan Ancol kangen nie komentarnya MERDEKA.
21,1581948032681009152,2022-10-17 9:59:36,1581948032681009152,937,108,"Inilah bedannya Penyambutan PJ Gubernur DKI Bpk Heru dan yg sangat berbeda dgn Pelepasan gabenar, dimana perbedaannya ? yg satu Kekuatan Moral dan yg kedua Kekuatan Pencitraan yg plus Nasi Bungkus ngeri kale MERDEKA.https://t.co/5FbJHYLgUz","Inilah bedannya Penyambutan PJ Gubernur DKI Bpk Heru dan yg sangat berbeda dgn Pelepasan gabenar, dimana perbedaannya ? yg satu Kekuatan Moral dan yg kedua Kekuatan Pencitraan yg plus Nasi Bungkus ngeri kale MERDEKA.https://t.co/5FbJHYLgUz",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,bedan sambut pj gubernur dki heru beda lepas beda kuat moral kuat citra plus nasi bungkus ngeri kakak,18,October,0,0,0,0,0,0,0,"Inilah bedannya Penyambutan PJ Gubernur DKI Bpk Heru dan yg sangat berbeda dgn Pelepasan gabenar, dimana perbedaannya ? yg satu Kekuatan Moral dan yg kedua Kekuatan Pencitraan yg plus Nasi Bungkus ngeri kale MERDEKA.https://t.co/5FbJHYLgUz"
22,1581940164355506176,2022-10-17 9:28:20,1581940164355506176,789,76,"Sudah j e l a s kan, tolong pendukung gabenar kadrun asal  Ngebacot m a l u kan MERDEKA. https://t.co/8tMUQKj1bS","Sudah j e l a s kan, tolong pendukung gabenar kadrun asal  Ngebacot m a l u kan MERDEKA. https://t.co/8tMUQKj1bS",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,j e l a s dukung kadrun ngebacot a l,10,October,0,0,1,0,0,0,0,"Sudah j e l a s kan, tolong pendukung gabenar kadrun asal  Ngebacot m a l u kan MERDEKA. https://t.co/8tMUQKj1bS"
23,1581930215361552384,2022-10-17 8:48:48,1581930215361552384,540,67,"Kembali Kejalan yg Benar, Maturnuwun Pak Heru PJ Gubernur yang baru tadi pagi dilantik dgn niat yg sangat mulia Suara Rakyat Suara Tuhan Bravo Bpk Joko Widodo Presiden RI ke 7 Mas JOKOWI menugaskan Tokoh utk DKI PJ Gubernur yg sangat tepat MERDEKAhttps://t.co/CJTWotxHAQ","Kembali Kejalan yg Benar, Maturnuwun Pak Heru PJ Gubernur yang baru tadi pagi dilantik dgn niat yg sangat mulia Suara Rakyat Suara Tuhan Bravo Bpk Joko Widodo Presiden RI ke 7 Mas JOKOWI menugaskan Tokoh utk DKI PJ Gubernur yg sangat tepat MERDEKAhttps://t.co/CJTWotxHAQ",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,jalan maturnuwun heru pj gubernur pagi lantik niat mulia rakyat bravo joko widodo presiden ri jokowi tugas tokoh dki pj gubernur,21,October,1,0,0,0,0,0,0,"Kembali Kejalan yg Benar, Maturnuwun Pak Heru PJ Gubernur yang baru tadi pagi dilantik dgn niat yg sangat mulia Suara Rakyat Suara Tuhan Bravo Bpk Joko Widodo Presiden RI ke 7 Mas JOKOWI menugaskan Tokoh utk DKI PJ Gubernur yg sangat tepat MERDEKAhttps://t.co/CJTWotxHAQ"
24,1581639223425126402,2022-10-16 13:32:30,1581639223425126402,744,124,Ini baru lawakan utk pendukung kadrun ha ha ha lucu banget MERDEKA.https://t.co/HNJlem3s9p,Ini baru lawakan utk pendukung kadrun ha ha ha lucu banget MERDEKA.https://t.co/HNJlem3s9p,,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,lawak dukung kadrun lucu,4,October,0,0,1,0,0,0,0,Ini baru lawakan utk pendukung kadrun ha ha ha lucu banget MERDEKA.https://t.co/HNJlem3s9p
25,1581636040778842112,2022-10-16 13:19:52,1581636040778842112,396,59,"Ini baru benar, hati Rakyat Indonesia terCinta tdk bisa dibohongi lagi Cerdas semuanya sejak Reformasi MERDEKA.https://t.co/Ys9zZPxPi7","Ini baru benar, hati Rakyat Indonesia terCinta tdk bisa dibohongi lagi Cerdas semuanya sejak Reformasi MERDEKA.https://t.co/Ys9zZPxPi7",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,hati rakyat indonesia ter cinta bohong cerdas reformasi,8,October,0,0,0,0,0,0,0,"Ini baru benar, hati Rakyat Indonesia terCinta tdk bisa dibohongi lagi Cerdas semuanya sejak Reformasi MERDEKA.https://t.co/Ys9zZPxPi7"
26,1581438060214235136,2022-10-16 0:13:09,1581438060214235136,740,154,"Kalau masih ngotot bertahan dikoalisi, ini yg namanya muka Badak dan Aku mohon Pak Joko Widodo Yg diCintai Rakyatnya harus cepat mengambil sikap karena mereka sudah tdk punya rasa malu eh dianggapnya goblok tolol dungu bego Kita semuanya MERDEKA.https://t.co/FywuvWSnf0","Kalau masih ngotot bertahan dikoalisi, ini yg namanya muka Badak dan Aku mohon Pak Joko Widodo Yg diCintai Rakyatnya harus cepat mengambil sikap karena mereka sudah tdk punya rasa malu eh dianggapnya goblok tolol dungu bego Kita semuanya MERDEKA.https://t.co/FywuvWSnf0",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,ngotot tahan koalisi nama muka badak mohon joko widodo cinta rakyat cepat sikap malu anggap bodoh tolol dungu bego,19,October,1,0,1,1,0,0,0,"Kalau masih ngotot bertahan dikoalisi, ini yg namanya muka Badak dan Aku mohon Pak Joko Widodo Yg diCintai Rakyatnya harus cepat mengambil sikap karena mereka sudah tdk punya rasa malu eh dianggapnya goblok tolol dungu bego Kita semuanya MERDEKA.https://t.co/FywuvWSnf0"
27,1581237992424808448,2022-10-15 10:58:10,1581237992424808448,266,22,kadrun ini masih pesong/gila masuk lagi Rumah Sakit Jiwa Grogol MERDEKA. https://t.co/mQtfJlgDMh,kadrun ini masih pesong/gila masuk lagi Rumah Sakit Jiwa Grogol MERDEKA. https://t.co/mQtfJlgDMh,,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,kadrun pesong gila masuk rumah sakit jiwa grogol,8,October,0,0,1,0,0,0,0,kadrun ini masih pesong/gila masuk lagi Rumah Sakit Jiwa Grogol MERDEKA. https://t.co/mQtfJlgDMh
28,1581237104079646720,2022-10-15 10:54:38,1581237104079646720,627,120,"PerutKu sudah tdk henti2nya  dikocok sama gabenar, lama2 Aku bisa mati sambil tertawa termehek mehek ha ha ha MERDEKA .https://t.co/IUM6jeArTc","PerutKu sudah tdk henti2nya  dikocok sama gabenar, lama2 Aku bisa mati sambil tertawa termehek mehek ha ha ha MERDEKA .https://t.co/IUM6jeArTc",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,perut ku henti kocok mati termehek mehek,7,October,0,0,0,0,0,0,0,"PerutKu sudah tdk henti2nya  dikocok sama gabenar, lama2 Aku bisa mati sambil tertawa termehek mehek ha ha ha MERDEKA .https://t.co/IUM6jeArTc"
29,1581235712615071745,2022-10-15 10:49:06,1581235712615071745,2094,312,"Ada2 saja nie meme ha ha ha, memercik air didulang terpercik muka sendiri ini yg namanya Senjata makan Tuan MERDEKA. https://t.co/aH3NDJu7MH","Ada2 saja nie meme ha ha ha, memercik air didulang terpercik muka sendiri ini yg namanya Senjata makan Tuan MERDEKA. https://t.co/aH3NDJu7MH",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,meme percik air dulang terpercik muka nama senjata makan tuan,10,October,0,0,0,0,0,0,0,"Ada2 saja nie meme ha ha ha, memercik air didulang terpercik muka sendiri ini yg namanya Senjata makan Tuan MERDEKA. https://t.co/aH3NDJu7MH"
30,1581061481793474560,2022-10-14 23:16:46,1581061481793474560,569,91,Why Not The Best menurut Doi yg memakai Kaca Mata Kuda ha ha ha mau dibawa kemana Republik Indonesia terCinta ngeri kale MERDEKA.https://t.co/ucBzQlx1vw,Why Not The Best menurut Doi yg memakai Kaca Mata Kuda ha ha ha mau dibawa kemana Republik Indonesia terCinta ngeri kale MERDEKA.https://t.co/ucBzQlx1vw,,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,why not best do i pakai kaca mata kuda bawa republik indonesia ter cinta ngeri kakak,16,October,0,0,0,0,0,0,0,Why Not The Best menurut Doi yg memakai Kaca Mata Kuda ha ha ha mau dibawa kemana Republik Indonesia terCinta ngeri kale MERDEKA.https://t.co/ucBzQlx1vw
31,1580966263072862221,2022-10-14 16:58:24,1580966263072862221,483,101,"Anda benar banget, Aku kasih angka 100 dan yg ngebacot ngawur mestinya malu dan minta maaf MERDEKA.https://t.co/btM64tqgBp","Anda benar banget, Aku kasih angka 100 dan yg ngebacot ngawur mestinya malu dan minta maaf MERDEKA.https://t.co/btM64tqgBp",,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,kasih angka ngebacot bicara sembarang malu af,7,October,0,0,0,0,0,0,0,"Anda benar banget, Aku kasih angka 100 dan yg ngebacot ngawur mestinya malu dan minta maaf MERDEKA.https://t.co/btM64tqgBp"
32,1580838564551532544,2022-10-14 8:30:59,1580838564551532544,417,129,Aku juga sangat setujuuuuu tangkap dan borgol kadrun ini sudah benar2 melanggar hukum di Negara Indonesia terCinta yg ber Ideologi Pancasila MERDEKA.https://t.co/IhaajG8o4o,Aku juga sangat setujuuuuu tangkap dan borgol kadrun ini sudah benar2 melanggar hukum di Negara Indonesia terCinta yg ber Ideologi Pancasila MERDEKA.https://t.co/IhaajG8o4o,,,ruhutsitompul,Jakarta,2341647,194781,3635,22685,setujuuuuu tangkap borgol kadrun langgar hukum negara indonesia ter cinta ber ideologi pancasila,13,October,1,0,1,0,0,0,0,Aku juga sangat setujuuuuu tangkap dan borgol kadrun ini sudah benar2 melanggar hukum di Negara Indonesia terCinta yg ber Ideologi Pancasila MERDEKA.https://t.co/IhaajG8o4o
